username,rating,language,title,review_text,date,country,sentiment,summary,sentiment_clean
Christophe_ Vn,4,fr,Service impeccable,"Aucun problème rencontré depuis plusieurs années dans cette banque.
Service impeccable en cas de nécessité.
Dernièrement, incompatibilité entre les nouvelles cartes VISA débit et l'application Payconiq. Ce n'est toutefois pas un problème propre à la banque, mais à VISA débit.
Les agences étant rares (ce qui permet la gratuité des comptes), il n'est pas aisé de déposer de l'argent liquide.",2024-08-21,BE,Positive,"The customer had a good experience since they've been with the bank for several years, enjoying their impeccable service and dealing with compatibility issues only with VISA debit. Despite occasional inconvenience due to frequent agency closures which allows free account balances but makes depositing cash challenging.",Positive
martine,4,fr,bien pour les comptes titres,j'apprécie le fait que le compte soit gratuit par contre quel lenteur pour les virements interbancaires,2024-08-13,BE,1. **Sentiment:** Negative,"2. **Summary:** ""j'apprécie le fait que le compte soit gratuit par contre quel lenteur pour les virements interbancaires""",Negative
Thierry,4,fr,Du bon et du moins bon,"L'appli fonctionne tout à fait correctement, le compte est gratuit, la carte Visa aussi, les opérations rapportent même 5 cents (une banque qui vous paie, c'est inédit) et le taux d'épargne, même s'il n'est pas extraordinaire, se situe parmi les plus élevés de Belgique. Les contacts téléphoniques sont parfois rapides, mais certains jours j'ai fini par raccrocher, dépité, après 25 minutes d'attente. Probablement un manque de personnel, comme dans toutes les banques; ce n'est pas mieux ailleurs.

Les simulations pour les crédits hypothécaires sont également très faciles.

Par contre, je regrette terriblement de ne plus pouvoir faire de paiements d'ami à ami par QR code (j'utilisais cette fonction 5 à 10x par semaine avec mon autre banque) de même que je suis extrêmement frustré de ne plus pouvoir payer avec mon gsm ou avec ma montre. Ces manquements peuvent paraître futiles par rapport aux louanges du début de message mais je suis tellement limité dans mon utilisation quotidienne que je réfléchis à rechanger de banque... avec regret.
Peut-être que si nous sommes plusieurs à relayer le même message KT pourrait revoir sa politique? Je croise les doigts.",2024-08-12,DE,1. **Sentiment:** Positive,"2. **Summary:** The customer appreciates the functioning of the product, the free account, and the ease with which they can use various payment methods like Visa and ETN. They also commend the competitive interest rates and easy-to-use contact options. Despite some issues with transactions and less frequent usage of a specific QR code service, the overall experience is satisfactory. They express slight dissatisfaction with not being able to make payments through an app or via SMS (with a preference for using their current bank). There's also a hint of regret about possibly changing banks in response to these inconveniences.",Positive
Consumer,1,fr,Aucune suite donnée après une…,Aucune suite donnée après une inscription en ligne… Support complètement absent après plusieurs rappels malgré l’envoi de données personnelles ,2024-08-07,BE,Negative,"The customer had an issue with the product. They were not able to receive the requested follow-up after multiple attempts, despite providing personal information.",Negative
Veronique,1,fr,Support ? Quel support ?,"Le point noir est l’absence de véritable service clientèle. 
Tentez l’expérience. 
Voyez après combien de jours vous avez une réponse à un email et combien de temps vous devez attendre à leur centre d’appels …",2024-08-07,BE,N/A,,N/a
constance,1,fr,Service client inexistant + Compliance lacunaire = Gros risque pour le client,"Dommage qu'on ne puisse pas attribuer une note de 0/5.
Service client inexistant. Service compliance débordé ce qui fait craindre qu'un contrôle de la BNB vienne bloquer tous les comptes. Un transfert de titres belgo-belge a duré plus de 4 mois. Personne ne répond à vos emails, personne ne traite votre dossier. J'ai fini pas renoncer et j'ai transféré vers une autre banque. Je ne comprends pas comment cette banque n'a pas encore fait faillite ou été condamnée par les autorités de contrôle. Je ne serais vraiment pas à mon aise si j'avais de l'argent dans cette banque...",2024-08-05,BE,N/A,"2. **Summary**: The customer found the bank service to be inadequate and unresponsive, citing a long wait time for transferring money from a Belgo-Belge bank and a lack of communication regarding the issue. They also mentioned not understanding why the bank hasn't taken any action against it despite potential violations by control authorities.",N/a
Jérôme,1,fr,Inscription en ligne sans suite,"Inscription réalisée sur le site de Keytrade il y a plus de deux semaines, avec envoi par email de la copie de carte identité à opening at keytradebank.com en précisant bien le n° du keypack. Malgré un rappel, toujours pas de réponse hormis un accusé de réception automatique de leur part. A la lecture des avis sur Trustpilot, je pense que ça vaut mieux.",2024-08-01,BE,N/A,The sentiment of the given customer review is Neutral.,N/a
Donatella,5,fr,Banque parfaite. Super contente ,"Banque parfaite.vous êtes payé à faire des virements. Interface simple. S’il y a un souci, réponse rapide. Personnellement, ça fait 2 ou 3 ans que je l’ai et j’en suis super contente.",2024-08-01,BE,N/A,,N/a
Chloé,4,fr,simplicité,très simple pour ouvrir un compte et service client assez patient.,2024-08-01,FR,Positive,The customer found the service to be simple and patient.,Positive
Mino,5,fr,Toujours mieux ,"Je suis dans cette banque depuis des années maintenant.
Je n'ai rien à redire. C'était déjà très bien et cela s'améliore encore. ",2024-07-01,BE,Positive,"The customer has been a member for years and they appreciate that everything is already working well. They even mention improvement, indicating satisfaction.",Positive
Martine,1,fr,Banque arnaqueuse et intrusive,"Comme l'indique une autre personne, mails hyper harcèlants et intrusifs pour fournir des données personnelles socio-économiques et financières. On vous demande pourquoi vous faites tel virement, de justifier l'origine de fonds qui proviennent d'une autre banque belge, qui a donc déjà effectué le contrôle.
Et comme a un moment j'ai décidé de ne plus leur répondre car c'est une intrusion grave dans ma vie privée, ils m'ont donné 2 mois pour transférer mon argent vers une autre banque et ils vont clôturer la relation.
Sous prétexte de la législation KYC (know your customer), ils veulent savoir ce que je fais avec MON ARGENT.
Et quand on demande de parler avec un employé de ce département, on vous dit qu'ils ne peuvent pas vous parler pour des raisons de sécurité, n'importe quoi! Que pourrais-je faire à quelqu'un qui ne me communique pas son nom?
C'est une véritable arnaque, comme cela ils ne sont pas obligés de payer la prime de fidélité sur l'épargne puisqu'ils ne me permettent pas de laisser mon argent 1 an. Ce sont des voleurs.
Fuyez cette banque!",2024-06-25,BE,N/A,"2. **Summary**: The customer is highly dissatisfied with the bank's practices, describing them as intrusive and invasive, particularly regarding privacy violations and lack of due diligence. They express frustration over being unable to speak freely with colleagues, suggesting a broader issue with employee safety protocols.",N/a
Snc Maral,1,fr,"- aucun gestionnaire personnel ne nous est attribué, donc très difficile de régler des problèmes quels qu'ils soient. - Questions indiscrètes quant aux transactions quels qu'ils soient. - Blocage du c","- aucun gestionnaire personnel ne nous est attribué, donc très difficile de régler des problèmes quels qu'ils soient. - Questions indiscrètes quant aux transactions quels qu'ils soient. - Blocage du compte durant 1 semaine et demi sans raison valable ni explication. Déplorable quand on a que ce compte pour toute ressource.  - Non exécution de virement durant plus de 10 jours alors que déjà débité de mon compte... - Refus de l'octroi d'une carte de crédit, alors que cette dernière a toujours été remboursée à heure et à temps depuis plus de 10 ans. Pourquoi ?? A savoir que cette carte était devenue défectueuse (la puce), raison pour laquelle elle a été redemandée. Déplorable !- Aucun contact possible avec votre service Know your Customer KYC, qui bloque les comptes. - Keytrade n'adhère pas à la mobilité interbancaire comme toute autre banque Belge. Lamentable - Étant mandataire sur un compte Keytrade de mon compagnon, il est parti pour les mêmes raisons.   - la grossièreté de vos employés. - le délai pour transférer mon compte professionnel est trop long (plus de 2 semaines). pourquoi ? ",2024-06-19,BE,Negative,"The customer is highly dissatisfied with the service and various issues including unresponsive personnel, unclear transactions, account blockages without reason, non-compliance with commitments despite being debited, denial of credit card support, and long wait times for transfers.",Negative
Jean Michel Dupontreue,1,fr,Service back office défaillant,"Le  service back office de cette banque est défaillant: impossibilité de les joindre par téléphone et leur service qualité trouve tout à fait normal de s'octroyer un mois de délai pour répondre à une réclamation!
Voir leur réponse ci-dessous:
Si votre e-mail concerne une réclamation, elle sera traitée endéans les délais suivants :,
Pour les réclamations qui concernent les services et opérations de paiement : 15 jours ouvrables pour apporter une réponse à l’ensemble des points de la réclamation (sans dépasser 35 jours ouvrables si une réponse ne peut être donnée dans les quinze jours ouvrables pour des raisons échappant au contrôle de Keytrade Bank) ;
Pour les autres types de réclamation : 4 semaines.",2024-06-12,LU,Negative,"The customer is dissatisfied with the back office service of the bank and finds it difficult to resolve issues, particularly due to a 1-month delay for responses.",Negative
